DiseaseID,DiseaseName,disease_index
MESH:C538556,Imerslund-Grasbeck syndrome,2506
MESH:D012183,Retrograde Degeneration,2507
MESH:D026681,Vitamin B 6 Deficiency,2508
MESH:D008844,Micrognathism,2509
MESH:C537440,Arterial calcification of infancy,2510
MESH:D020428,Femoral Neuropathy,2511
MESH:D020953,Neuroaspergillosis,2512
MESH:D002542,Intracranial Embolism and Thrombosis,2513
MESH:D054068,Livedo Reticularis,2514
MESH:D008946,Mitral Valve Stenosis,2515
MESH:D020151,Protein C Deficiency,2516
MESH:D016609,"Neoplasms, Second Primary",2517
MESH:D017129,Anisakiasis,2518
MESH:D003665,Decompression Sickness,2519
MESH:D012192,Retroviridae Infections,2520
MESH:D016097,Simian Acquired Immunodeficiency Syndrome,2521
MESH:C563739,Erythrokeratodermia Variabilis 3,2522
MESH:D005264,Femoral Fractures,2523
MESH:D002062,Bursitis,2524
MESH:D015012,Yersinia pseudotuberculosis Infections,2525
